"代號","名稱","成交","漲跌價","漲跌幅","統計年數","平均營收(億)","營收成長(%)","平均毛利(億)","毛利成長(%)","平均毛利(%)","平均營益(億)","營益成長(%)","平均營益(%)","平均淨利(億)","淨利成長(%)","平均淨利(%)","平均ROA(%)","平均ROA增減","平均ROE(%)","平均ROE增減","平均EPS(元)","平均EPS增減","平均財報評分"
="4155","訊映","22.2","+0.5","+2.3","14","12.5","-1.02","2.63","-7.12","21.1","0.69","-28.5","5.53","0.88","-23","6.61","3.91","-1.44","6.27","-2.42","1.22","-0.41","46"
="4164","承業醫","58","+1.7","+3.02","15","26.7","+9.72","8.19","+6.55","30.7","4.79","+5.39","17.9","3.19","+5.4","12.1","3.23","-0.12","6.3","-0.22","2.22","+0.03","50"
="4190","佐登-KY","46","+0.1","+0.22","12","26.9","+4.74","19.3","+3.54","72","3.18","-15","11.8","2.31","-14.3","8.68","4.51","-1.19","14.5","-4.36","4.04","+0.49","59"
="4306","炎洲","17.9","+0.05","+0.28","27","163","-1.52","23.3","-0.22","14.3","7.65","-2.34","4.7","5.25","+5.51","3.61","2.22","-0.02","6.03","-0.11","1.15","-0.04","36"
="4414","如興","3.86","+0.02","+0.52","28","139","+8.79","19.4","+13.8","14","-5.6","+4.87","-4.03","-12.8","+1.8","-9.25","-7.34","+0.66","-17.8","+1.08","-1.68","+0.15","27"
="4426","利勤","14.9","-1.05","-6.58","21","15.1","-5.03","3.09","-15.4","20.5","0.7","-45.1","4.63","0.95","-29.8","6.29","2.01","-1.55","2.9","-2.45","1.08","-0.39","48"
="4438","廣越","108","+0.5","+0.47","10","145","+6.02","21.9","+4.75","15.1","9.46","-0.43","6.53","7.91","-1.73","6.29","7.48","-0.73","11.6","-0.96","7.75","-0.23","50"
="4439","冠星-KY","103","0","0","6","64","-6.87","12","+3.88","18.8","5.01","+3.2","7.84","3.99","+4.67","6.24","9.25","-0.18","16","-2.12","11.65","-0.33","47"
="4440","宜新實業","23.95","+0.05","+0.21","7","13.9","-8.78","2.56","-17.1","18.4","1.9","-21.5","13.7","1.62","-18.6","11.6","8.2","-2.39","13.5","-4.05","2.89","-0.94","52"
="4526","東台","35.1","+0.1","+0.29","27","88.8","-0.71","19.6","-1.87","22","1.83","-23.8","2.06","1.89","-10.9","2.52","1.56","-0.3","3.49","-0.58","1","-0.16","34"
="4532","瑞智","28.9","+0.3","+1.05","26","173","+1.54","24.7","+1.74","14.3","10.2","+0.33","5.9","7.38","+1.55","4.53","3.79","-0.09","8.89","-0.2","1.6","0","41"
="4536","拓凱","214","+1.5","+0.71","15","77.6","+4.46","24","+6.53","31","12.3","+9.79","15.8","9.66","+10.9","13.2","9.48","+0.24","17.4","+0.37","10.71","+1.01","56"
="4540","全球傳動","58.3","-0.1","-0.17","11","27.3","+0.94","6.5","-3.89","23.8","2.18","-19.1","8","1.44","-24.2","5.28","2.76","-0.83","5.62","-1.78","1.59","-0.51","40"
="4545","銘鈺","46.9","-0.75","-1.57","13","22.5","-2.16","5.17","-6.57","23","1.51","-12.2","6.74","1.15","-12.3","5.15","4.23","-0.8","7.85","-1.64","1.65","-0.3","50"
="4551","智伸科","109.5","-1.5","-1.35","13","65.6","+4.68","17.3","+1.12","26.3","10.5","-2.8","16","7.5","-1.29","12","8.03","-0.69","15.6","-1.75","7.39","-0.33","53"
="4552","力達-KY","24.4","0","0","11","57.5","-3.98","12.7","-4.56","22.1","7.7","-7.71","13.4","5.1","-5.92","8.91","8.63","-1.58","11.6","-2.91","4.87","-0.58","59"
="4555","氣立","44.8","-0.95","-2.08","12","15.7","-1.34","5.64","-6.79","36","1.79","-21.9","11.4","1.42","-23","9.41","4.02","-1.39","5.77","-1.91","2.19","-0.69","54"
="4557","永新-KY","132.5","+0.5","+0.38","13","23.6","+16.7","7.18","+14.6","30.4","3.49","+15.7","14.8","2.92","+12.9","12.6","10.6","-0.09","17.3","+0.11","7.39","+0.67","55"
="4560","強信-KY","35.1","+0.35","+1.01","11","14.9","-1.77","5.54","-4.69","37.1","2.35","-13.2","15.7","1.86","-10.4","12.5","8.37","-1.21","12.3","-1.93","2.84","-0.36","55"
="4562","穎漢","62.8","+2.3","+3.8","10","9.23","-5.78","3.01","-6.36","32.6","-0.13","-208","-1.37","-0.31","-263","-3.45","-0.88","-1.28","-2.69","-2.64","-0.32","-0.41","35"
="4564","元翎","22.8","+0.1","+0.44","10","20.2","-6.97","4.31","-23.3","21.3","2.3","-37.8","11.4","1.49","-46.7","7.36","2.2","-1.81","4.06","-3.3","0.95","-0.72","48"
="4566","時碩工業","74.4","-0.9","-1.2","10","39.8","+3.7","8.68","+4.13","21.8","2.42","-1.31","6.08","2.35","+6.45","5.89","4","-0.2","9.62","-0.68","3.24","+0.01","44"
="4569","六方科-KY","178.5","-1.5","-0.83","4","13.1","-3.75","3.06","-12.1","23.4","1.49","-28.2","11.4","1.95","-22.4","14.9","7.96","-2.55","8.75","-2.84","7","-2.12","66"
="4571","鈞興-KY","213","-15","-6.58","6","23.1","+4.44","6.97","+1.12","30.1","3.08","-0.86","13.3","3.11","-0.86","13.5","10.4","-1.24","14.6","-1.98","6.24","-0.27","59"
="4572","駐龍","160","0","0","8","6.34","+9.87","2.81","+12.8","44.4","1.89","+15.6","29.9","1.6","+16.1","25.3","8.19","+0.29","10.1","+0.32","4.55","+0.35","75"
="4576","大銀微系統","148.5","-6","-3.88","9","25.5","-1.62","8.5","-3.51","33.3","1.76","-13","6.89","1.44","-10.3","6.84","3.13","-0.37","4.97","-0.67","1.24","-0.16","53"
="4581","光隆精密-KY","59","-0.6","-1.01","8","10.2","+7.94","2.83","+13.1","27.6","1.35","+22.6","13.2","1.19","+32.7","11.9","8.81","+0.63","14.2","+1.44","3.72","+0.64","57"
="4583","台灣精銳","777","-6","-0.77","7","30.3","-1.75","15.8","+0.56","52","10.1","-1.04","33.2","9.59","+7.53","31.6","9.26","+0.11","11","-0.1","12.39","+0.63","82"
="4588","玖鼎電力","84","-0.5","-0.59","4","7.29","+60.7","2.29","+50","31.4","1.42","+75.1","19.5","1.07","+75.9","14.7","8.88","+1.84","21.5","+6.8","2.8","+1.17","47"
="4720","德淵","20.15","-0.05","-0.25","26","27.8","+3.38","5.42","+3.42","19.5","0.62","-6.02","2.24","0.52","+3.92","1.97","2.72","-0.19","5.26","-0.29","0.67","-0.02","42"
="4722","國精化","62.3","-1","-1.58","26","43","-1.61","6.91","-1.08","16.1","2.91","-2.65","6.77","2.25","-0.69","5.23","6.92","-0.29","11","-0.56","2.45","-0.06","41"
="4736","泰博","138.5","-4.5","-3.15","17","48.5","+2.97","23.8","+1.66","49","13.9","+0.12","28.7","12","+2.21","25.4","14.3","-0.66","21.4","-1.47","13.67","+0.02","70"
="4737","華廣","64","-0.4","-0.62","17","17.9","+1.42","7.84","+0.67","43.7","1.32","-12.2","7.35","0.93","-9.92","5.21","2.61","-0.48","5.35","-0.89","1.7","-0.22","48"
="4739","康普","58.5","-0.4","-0.68","18","54.8","-2.31","5.56","+1.05","10.2","2.72","-4.63","4.97","2.18","-3.04","4.46","3.45","-0.26","6.47","-0.64","2.46","-0.18","44"
="4746","台耀","74.5","-0.4","-0.53","16","32.1","+8.03","11.2","+17.5","34.9","2.11","+61.2","6.56","3.63","-6.04","8.42","3.08","-0.66","5.46","-1.16","3.46","-0.3","47"
="4755","三福化","120.5","-2.5","-2.03","14","43.2","+3.74","8.86","+5.75","20.5","4.9","+6.72","11.3","4.43","+3.83","10.3","8.51","-0.23","12.5","-0.23","4.63","+0.11","50"
="4763","材料-KY","925","+8","+0.87","12","44.7","+79.8","22.3","+169","49.9","17.7","+268","39.5","15.9","+207","36","26.4","+10.1","38.9","+10.8","21.68","+12.3","73"
="4764","雙鍵","47.55","+0.25","+0.53","10","30.8","-7.87","5.71","-15.3","18.5","1.66","-35.3","5.39","1.28","-34.4","4.19","3.76","-1.96","6.83","-4.03","1.96","-1.12","46"
="4766","南寶","328","-3","-0.91","9","182","+5.02","48.9","+9.71","26.8","17.5","+21.3","9.6","14.4","+23","8.35","7.25","+0.7","12.3","+0.75","12.17","+2.06","52"
="4770","上品","320","-13","-3.9","6","46.3","+17.7","20.5","+21.9","44.3","15.3","+24","33","12.6","+26.2","27.3","16.2","+0.93","23.9","+0.47","16.58","+3.01","75"
="4771","望隼","194","-1","-0.51","6","16.7","+41.8","6.27","+50.9","37.7","4.24","+89.3","25.4","3.19","+63.9","21.2","11.5","+3.31","19.9","+6.74","6.18","+2.36","66"
="4807","日成-KY","18.6","-0.55","-2.87","12","18.3","-0.33","3.74","-7.76","20.5","0.76","-31.1","4.17","0.23","-46.7","2.9","3.41","-1.89","5.33","-3.06","0.69","-0.56","40"
="4904","遠傳","89.9","-0.1","-0.11","26","851","+1.71","307","-0.92","36.1","133","-0.07","15.6","103","+1.49","12.2","7.96","-0.32","14.3","-0.07","3.13","+0.03","60"
="4906","正文","32.7","-0.25","-0.76","26","205","+3.99","22.5","+3.23","10.9","3.76","-0.94","1.83","5.4","+0.23","2.66","3.32","-0.23","6.1","-0.49","1.8","-0.11","39"
="4912","聯德控股-KY","139.5","+2.5","+1.82","17","46.6","+2.22","10.4","+4.97","22.4","4.28","-2.9","9.18","3.04","-0.88","6.83","6.29","-0.44","15","-1.2","6.17","-0.33","45"
="4915","致伸","86.3","+0.2","+0.23","17","633","+0.59","82.1","+4.78","13","23.8","+4","3.76","20.5","+5.48","3.39","5.29","+0.03","16.3","-0.81","4.62","+0.21","43"
="4916","事欣科","52.5","0","0","16","38.5","+1.83","7.62","-2.48","19.8","0.9","+5.66","2.34","1.02","-5.89","2.31","2.85","-0.68","5.99","-1.33","1.49","-0.34","36"
="4919","新唐","92","-2.6","-2.75","17","254","+10.4","102","+9.19","40","14.7","-9.08","5.8","15.3","-7.14","6.04","7.35","-1.07","14.3","-1.9","4.2","-0.42","54"
="4927","泰鼎-KY","40.7","-0.5","-1.21","17","112","+5.13","19","-3.15","17","6.59","-19.9","5.88","5.64","-24.2","5.06","4.64","-1.23","10.2","-3","3.49","-1.06","36"
="4930","燦星網","31.6","-0.05","-0.16","15","112","-4.08","16.9","-2.8","15.1","2.1","+20.5","1.87","1.34","+12.6","2.75","2.28","+0.31","4.95","+0.59","1.15","+0.3","45"
="4934","太極","14","-0.05","-0.36","16","40","-8.04","-0.02","-110","-0.06","-3.67","-15.5","-9.16","-4.49","-12.6","-12.2","-8.78","-1.25","-16.9","-1.78","-1.54","-0.08","34"
="4935","茂林-KY","58.2","-0.1","-0.17","15","72.2","+0.19","14.1","-2.68","19.5","6.85","-5.94","9.49","6.75","-4.37","9.35","6.66","-0.54","10.1","-0.86","5.18","-0.26","55"
="4938","和碩","95","-1.9","-1.96","16","12,010","+2.54","494","+0.14","4.11","196","-1.9","1.63","158","+2.2","1.56","3.53","-0.1","10.1","-0.21","6.11","+0.09","37"
="4942","嘉彰","41.45","0","0","17","73.1","-2.9","15.1","-1.77","20.7","6.96","-4.5","9.52","5.41","-0.08","7.38","5.25","-0.13","7.23","-0.29","3.82","-0.04","53"
="4943","康控-KY","16.8","0","0","15","33.7","-8.43","6.68","-24.4","19.8","-5.13","-44.8","-15.2","-5.94","-22.2","-18.5","-9.79","-2.79","-61.4","-30.7","-3.28","-1.02","34"
="4949","有成精密","30.15","-0.75","-2.43","16","32.7","+6.43","7.41","+6.92","22.6","1.24","+19.2","3.79","0.97","+15.7","2.87","4.62","+0.18","7.89","+0.12","1.9","+0.06","42"
="4952","凌通","52.6","-0.7","-1.31","17","29.1","-1.66","11","-1.63","37.9","3.69","-3.03","12.7","3.36","-1.9","11.6","11.4","-0.32","15.5","-0.48","3.11","-0.08","60"
="4956","光鋐","31.15","+0.6","+1.96","16","13","+0.96","2","-4.63","15.4","-0.08","-312","-0.6","-0.04","-208","-0.29","0","-0.35","-0.12","-0.51","-0.02","-0.08","38"
="4958","臻鼎-KY","117.5","-2","-1.67","16","1,210","+7.18","243","+5.34","20","121","-0.32","10","77.8","-0.02","8.71","7.09","-0.38","14.3","-1.11","8.88","-0.22","52"
="4960","誠美材","13.9","+0.05","+0.36","16","120","-3.63","7.69","-7.06","6.43","-0.29","-155","-0.24","1.17","-42.9","0.38","0.79","-0.62","1.63","-1.23","0.31","-0.19","37"
="4961","天鈺","235","+1","+0.43","17","126","+13.9","39.8","+15.1","31.6","20.1","+13.7","16","16.2","+14.8","14.2","11.2","+0.51","16.3","+0.29","9.93","+1.57","52"
="4967","十銓","89.1","+1.1","+1.25","15","81.3","+21.5","5.78","+26","7.11","0.66","+33.3","0.81","0.63","+18.7","0.78","2.37","-0.41","5.91","-0.51","1.1","+0.09","31"
="4968","立積","199.5","+1","+0.5","15","34.9","+1.6","11","+2.11","31.6","1.77","-22.2","5.08","1.73","-11.9","4.96","7.02","-1.23","11.3","-2.22","2.57","-0.48","49"
="4976","佳凌","37.65","-0.1","-0.26","14","13.4","-6.8","0.52","-47.8","3.9","-1.04","-84.6","-7.77","-0.63","-187","-4.72","-2.55","-1.41","-3.3","-1.74","-0.45","-0.32","43"
="4977","眾達-KY","116","-4.5","-3.73","14","23.3","-2.94","5.73","-3.83","24.5","3.15","-4.75","13.5","3.35","+3.44","14.1","11.4","-0.93","14.8","-1.23","5.16","-0.07","61"
="4989","榮科","20","+0.1","+0.5","16","34","+1.66","3.12","-9.59","9.16","1.87","-16.8","5.51","1.64","-14.4","4.81","6.37","-0.96","4.66","+1.4","0.95","-0.02","47"
="4994","傳奇","104","0","0","15","19.9","+1.05","12.1","-1.81","61.1","1.89","-8.51","9.51","1.15","-6.58","5.77","5.12","-0.75","7.92","-1","1.29","-0.28","60"
="4999","鑫禾","32.4","-0.25","-0.77","15","23.9","-1.54","6.98","-7.02","29.2","3.72","-13.5","15.5","2.96","-12.9","12.4","8.21","-1.61","10.6","-2.2","4.14","-0.76","60"
="5007","三星","54.6","0","0","28","65.5","+0.57","15.2","+1.96","23.2","10.7","+2.43","16.4","8","+3.64","12.5","11.9","+0.03","15.9","-0.34","2.98","+0.06","62"
="5203","訊連","129.5","+3.5","+2.78","27","24.2","-0.76","21.7","-1.02","89.8","5.81","-4.75","24","4.59","-3","19","8.06","-0.59","10.4","-0.74","4.68","-0.16","68"
="5215","科嘉-KY","45.35","-0.15","-0.33","15","24.4","+2.59","6.91","+1.5","28.3","3.79","-4.59","15.6","2.94","-4.39","11.8","8.64","-0.72","11.7","-1","5.04","-0.31","59"
="5222","全訊","126.5","-0.5","-0.39","14","7.97","+22","4.3","+24.1","54","2.66","+31.5","33.4","2.1","+44.5","26.4","12.4","+1.75","16","+1.81","3.48","+0.65","73"
="5225","東科-KY","139.5","+2","+1.45","14","97.6","+6.88","12.9","+15.2","13.2","2.65","+68.1","2.71","3.34","+51.1","3.42","6.05","+1.42","13.8","+2.69","4.92","+1.39","42"
="5234","達興材料","215.5","+5.5","+2.62","15","40.6","+1.26","13.4","+3.8","33.1","5.86","+2.31","14.4","5.2","+3.28","12.8","12.9","-0.12","19.7","-0.39","5.19","+0.11","57"
="5243","乙盛-KY","59.7","-1.3","-2.13","12","110","+2.48","17.8","+7.2","16.1","6.29","+10.3","5.7","5.09","+5.41","4.58","4.88","+0.1","8.09","+0.2","3","+0.15","46"
="5244","弘凱","44.75","-0.65","-1.43","15","9.14","+0.3","3.68","+3.42","40.3","1.48","+4.3","16.2","1.34","+5.24","14.6","9.02","0","12","-0.18","2.18","+0.09","65"
="5258","虹堡","95.2","-0.5","-0.52","15","44.7","+20.7","13.2","+27.6","29.6","4.08","+54.8","9.11","3.04","+61","7.3","6.97","+1.09","14.6","+2.21","3.26","+1","45"
="5269","祥碩","2055","-10","-0.48","15","49.6","+15.4","25.8","+17.2","52","14.3","+16.1","28.8","19.6","+23.6","39.6","19.1","-0.97","23.3","-1.71","28.79","+4.93","78"
="5283","禾聯碩","102.5","0","0","14","57.5","+2.56","20.7","+1.69","35.9","7.49","-0.22","13","6.62","+0.43","11.5","14.1","-0.69","21.5","-1.37","9.46","-0.07","58"
="5284","jpp-KY","154.5","0","0","12","15.2","+12.7","5.3","+18.3","34.8","2.44","+28.4","16","1.98","+29.3","13","6.93","+0.51","11.5","+1.07","4.63","+0.78","51"
="5285","界霖","52","-0.6","-1.14","14","46","+4.93","7.39","+2.29","16.1","3.35","-3.11","7.27","2.7","-2.87","5.89","6.11","-0.52","11.6","-0.96","3","-0.17","44"
="5288","豐祥-KY","186","-1","-0.53","12","55.5","+8.32","10.6","+11.5","19","7.25","+12.7","13.1","6.69","+13.8","12","13.3","0","20.6","+0.04","10.21","+1.17","60"
="5292","華懋","162","-1.5","-0.92","12","16.8","+14.2","3.62","+26.6","21.6","2.25","+41","13.4","1.75","+38.7","10.5","10.3","+1.22","23.8","+1.74","6.09","+1.35","58"
="5306","桂盟","126.5","-1","-0.78","28","37","+4.37","15.3","+4.42","41.4","9.27","+3.16","25","7.37","+2.93","19.9","6.3","-0.05","12.6","-0.18","5.91","+0.15","61"
="5388","中磊","135.5","+0.5","+0.37","27","400","+7.79","60.3","+11.5","15.1","16.5","+12.8","4.12","12.2","+11.4","3.04","4.89","-0.05","16.6","-0.27","5","+0.31","42"
="5434","崇越","295.5","+0.5","+0.17","28","326","+11.2","40.8","+13.1","12.5","19.5","+15","5.98","16.4","+15.1","5.04","9.28","+0.18","18.6","+0.45","9.4","+1.01","45"
="5469","瀚宇博","56","-0.1","-0.18","27","423","+1.8","70.9","+7.28","16.8","34.2","+12.1","8.09","18.2","+8.38","6.04","4.11","+0.11","8.55","+0.02","3.77","+0.21","46"
="5471","松翰","40.8","-0.75","-1.81","27","36.4","-2.06","15.7","-2.21","43","5.93","-8.19","16.3","5.54","-5.03","15.2","12.8","-1.1","15.7","-1.35","3.43","-0.26","69"
="5484","慧友","56.7","-0.3","-0.53","26","14.2","-7.61","4.44","-9.64","31.3","-0.02","-109","-0.12","-0.07","-173","-0.54","-2.59","-1.4","-3.14","-1.88","-0.04","-0.21","42"
="5515","建國","27.75","+0.1","+0.36","27","62.9","-2.63","6.27","-4.3","9.97","2.22","-8.18","3.53","3.09","-0.82","4.99","3.5","-0.07","7.05","-0.31","1.1","-0.03","44"
="5519","隆大","34.15","-0.35","-1.01","27","36.1","+3.88","8.58","+11.4","23.8","5.88","+11.7","16.3","4.98","+9.14","13.8","6.32","-0.18","15","-0.51","2.76","+0.06","47"
="5521","工信","11.9","+0.05","+0.42","28","52.9","-1.13","3.77","-3.1","7.13","1.28","-9.83","2.42","1.08","-9.64","2.01","1.24","-0.15","2.14","-0.32","0.28","-0.04","41"
="5522","遠雄","78","-1.2","-1.52","28","219","+1.35","69.1","+0.9","31.6","51.8","+0.44","23.7","41.3","+0.28","18.9","6.13","-0.24","13.7","-0.63","5.36","-0.02","50"
="5525","順天","31.9","-0.15","-0.47","27","27.1","+8.29","7.26","+8.64","26.8","4.43","+9.09","16.4","3.9","+5.77","14.6","4.32","-0.25","10.6","-0.08","1.77","+0.01","40"
="5531","鄉林","10.2","-0.1","-0.97","26","49.9","-2.86","17.2","-5.85","34.4","5.24","-20.9","10.5","2.06","-34.2","2.65","1.02","-0.55","2.7","-1.68","0.53","-0.22","35"
="5533","皇鼎","19.8","-0.05","-0.25","26","31.9","+2.36","9.01","+4.11","28.3","6.4","+5.78","20.1","5.76","+5.58","18","5.15","+0.1","9.66","-0.34","2.31","+0.04","50"
="5534","長虹","96.2","-0.4","-0.41","26","69.5","+6.07","28","+2.3","40.2","23.9","+1.45","34.4","23.7","-0.15","34.1","9.28","-0.49","20.9","-1.32","8.85","-0.14","60"
="5538","東明-KY","35.15","+0.4","+1.15","12","107","+7.58","14.9","-3.46","14","8.36","-10.3","7.84","6.24","-9.93","5.88","7.25","-1.06","13.1","-1.82","3.47","-0.42","43"
="5546","永固-KY","29.2","-0.7","-2.34","6","48.4","-8.59","6.17","-18.3","12.8","1.75","-62","3.61","1.14","-67","2.18","2.1","-4.11","4.75","-10.3","1.72","-3.08","32"
="5607","遠雄港","43.9","-0.2","-0.45","28","19.7","+7.66","10.5","+5.12","53.4","6.36","+7.14","32.2","4.07","+17.1","23.3","3.66","+0.02","7.84","+0.32","1.81","+0.12","50"
="5608","四維航","22.05","+0.75","+3.52","26","41.3","-1.04","8.68","-11.1","21","6.28","-16","15.2","3.97","-30","8.37","2.63","-0.93","5.1","-2.49","1.39","-0.5","49"
="5706","鳳凰","68.9","-0.1","-0.14","25","20.3","+1.18","3.01","+2.52","14.8","0.98","+10.5","4.82","1.24","+4.46","6.28","7.07","-0.24","11.8","-0.09","2.17","-0.02","47"
="5871","中租-KY","126","+0.5","+0.4","16","680","+12.5","453","+12.6","66.7","239","+7.73","35.2","175","+8.54","26.9","3.14","-0.08","19.3","-0.77","11.88","+0.55","53"
="5876","上海商銀","44","-0.15","-0.34","13","415","+6.29","","","","","","","137","+0.85","41.4","0.84","-0.05","8.64","-0.61","3.09","-0.04","69"
="5880","合庫金","24.55","-0.05","-0.2","13","502","+6.87","","","","","","","166","+3.59","34","0.43","0","7.81","+0.12","1.27","0","62"
="5906","台南-KY","56.1","0","0","15","17.9","-3.75","8.92","-3.9","49.9","-1.71","+1.2","-9.58","-1.59","+2.86","-8.72","-8.41","-0.86","-16.1","-2.32","-1.21","+0.37","35"
="5907","大洋-KY","10.55","-0.05","-0.47","14","60.1","-11.5","44.3","-5.06","73.7","6.45","-20.1","10.7","-1.22","-159","-2.04","-0.25","-1.3","-2.88","-4.88","-0.59","-1.72","47"
="6005","群益證","27.1","-0.25","-0.91","28","87.5","+5.47","68.6","+4.55","78.3","20.3","+4.85","23.2","19.8","+9.52","24.9","1.89","+0.01","6.98","+0.46","0.93","+0.06","57"
="6024","群益期","56.2","+0.1","+0.18","17","22","+1.97","12.3","+2.43","55.8","3.15","-9.6","14.3","6.37","+13.2","28.9","1.83","+0.01","13.1","+0.05","3.6","+0.2","60"
="6108","競國","16.8","-0.1","-0.59","26","76.3","-0.85","10.1","-2.6","13.2","3.27","-10","4.28","2.56","-6.12","3.39","2.92","-0.3","8.02","-0.86","1.71","-0.15","42"
="6112","邁達特","59.9","-6.6","-9.92","27","131","+8.44","15.8","+11.5","12","3.29","-15.1","2.51","3.38","-5.28","2.48","4.58","-0.63","9.62","-1.45","2.32","-0.22","34"
="6115","鎰勝","52.8","-0.2","-0.38","26","72.2","-0.59","12.2","-0.02","16.9","7.02","-0.62","9.73","5.96","-0.28","8.24","7.94","-0.3","13.5","-0.57","3.54","-0.09","52"
="6116","彩晶","8.66","-0.07","-0.8","27","275","-9.12","24.8","-18.4","9.04","-5.08","-2046","-1.85","-10.6","-80.9","-4.52","-0.36","-1.06","-1.48","-1.37","-0.12","-0.14","47"
="6117","迎廣","94.3","+2.5","+2.72","26","26.2","-1.28","4.58","+0.76","17.4","-0.45","+11.1","-1.71","-0.05","+29.7","-0.4","-0.48","-0.01","-0.93","+0.2","0.02","-0.04","38"
="6120","達運","13.8","-0.05","-0.36","27","238","-0.81","10.7","-2.26","4.5","-2.85","-12","-1.2","0.84","-0.44","0.35","0.28","-0.04","0.67","-0.09","0.27","-0.04","39"
="6128","上福","35.9","+0.05","+0.14","26","40.2","+8.51","15.4","+9.95","38.4","3.69","+7.72","9.18","3.1","+4.12","7.72","7.09","-0.44","12.9","-0.65","2.96","-0.02","56"
="6133","金橋","19.45","-0.15","-0.77","26","12.3","-1.56","2.4","-3.23","19.5","0.14","-21.6","1.13","0.23","-14","1.89","1.36","-0.27","1.99","-0.43","0.28","-0.07","45"
="6136","富爾特","24.85","-0.9","-3.5","25","11.8","-12.9","2.23","-9.22","18.9","0.21","-37.7","1.78","1.81","-5.31","15.4","5.53","-0.38","6.17","-0.6","1.67","-0.14","60"
="6139","亞翔","274","-3.5","-1.26","26","208","+21.6","17.3","+23.8","8.31","9.61","+41.2","4.63","7.41","+36.5","4.26","4.15","-0.05","9.35","+0.92","3.65","+0.75","43"
="6141","柏承","15.7","-0.9","-5.42","27","32.9","-0.85","4.6","-9.15","14","0.95","-36.7","2.89","1.01","-28.1","3.03","2.28","-0.85","4.2","-2.34","0.8","-0.39","39"
="6142","友勁","11.55","-0.1","-0.86","26","45.5","-11.8","3.92","-15.1","8.6","-2.48","-9.54","-5.44","-0.07","-164","-0.15","-1","-0.33","-1.51","-0.4","0.05","-0.09","38"
